CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,VEHICLE_AGE,CLAIM_IND,AREA
0,55,0,16,,328177,No,Mal,<High School,Teacher,73,Private,10430,Pickup,0,No,4,3,0,Highly Rural/ Rural
0,35,2,9,6371,212004,Yes,Mal,<High School,Student,68,Private,15130,Minivan,0,No,6,3,0,Highly Rural/ Rural
1,56,3,16,,,No,Fem,High School,Teacher,88,Commercial,10760,Pickup,4,No,5,3,0,Highly Urban/ Urban
2,39,2,15,98558,292949,Yes,Fem,PhD,Nurse,50,Private,36610,Van,2,Yes,4,15,0,Highly Urban/ Urban
0,48,1,17,52284,354804,Yes,Mal,High School,Professional,90,Commercial,10330,Pickup,0,Yes,4,3,1,Highly Urban/ Urban
1,59,1,18,,503607,Yes,Mal,High School,Teacher,50,Commercial,17730,Van,1,No,2,8,1,Highly Urban/ Urban
2,24,3,,30389,212351,Yes,Fem,<High School,Clerical,87,Private,16860,unknown,2,No,2,7,0,Highly Rural/ Rural
0,49,0,12,83096,356739,No,Fem,Masters,Nurse,75,Private,7350,Sports Car,3,Yes,4,9,1,Highly Urban/ Urban
0,51,0,10,9148,861072,Yes,Fem,Masters,Home Maker,103,Private,19600,Minivan,0,No,3,12,0,Highly Rural/ Rural
0,26,0,9,11660,781239,No,Mal,<High School,Clerical,97,Commercial,8820,Pickup,2,No,4,3,0,Highly Rural/ Rural
0,42,0,15,51315,238087,Yes,Mal,High School,Teacher,69,Commercial,30380,Panel Truck,2,No,6,8,0,Highly Rural/ Rural
0,73,0,12,97619,623248,Yes,Fem,High School,Professional,75,Private,15050,unknown,5,No,4,3,1,Highly Rural/ Rural
0,33,0,16,62234,141336,No,Mal,Bachelors,Manager,61,Private,12270,Minivan,2,No,2,12,0,Highly Urban/ Urban
0,81,0,13,,,Yes,Mal,High School,Clerical,83,Private,3630,Minivan,3,No,10,,1,Highly Urban/ Urban
0,70,1,3,560,35334,No,Fem,Masters,Home Maker,77,Private,2750,unknown,3,Yes,5,12,1,Highly Urban/ Urban
0,48,1,16,50481,340122,No,Mal,High School,Professional,76,Commercial,12170,Pickup,2,No,7,10,1,Highly Rural/ Rural
0,59,1,13,40883,437861,No,Fem,High School,Teacher,89,Commercial,1500,Sports Car,4,No,5,3,0,Highly Urban/ Urban
0,33,3,15,44052,,No,Mal,High School,Clerical,82,Private,18780,Van,2,No,4,3,0,Highly Rural/ Rural
0,71,0,18,81657,400452,No,Mal,Masters,,74,Commercial,24160,Panel Truck,2,No,4,15,0,Highly Urban/ Urban
0,50,0,15,56738,556783,Yes,Mal,High School,Teacher,89,Commercial,14610,Minivan,2,No,2,11,0,Highly Rural/ Rural
0,61,0,3,560,247338,No,Fem,Bachelors,Home Maker,69,Private,1500,Sports Car,2,No,11,10,1,Highly Urban/ Urban
0,54,1,20,,217893,Yes,Fem,High School,Student,77,Private,6530,unknown,2,No,2,3,0,Highly Urban/ Urban
0,43,0,13,117207,323895,No,Mal,Bachelors,Teacher,70,Commercial,21380,Van,0,No,0,10,1,Highly Urban/ Urban
0,39,2,17,,,No,Fem,Masters,Nurse,70,Private,7590,unknown,0,No,6,,0,Highly Urban/ Urban
0,39,1,16,76472,82446,No,Fem,High School,Manager,53,Private,20760,unknown,0,Yes,4,8,0,Highly Urban/ Urban
0,58,0,8,46030,695386,Yes,Fem,<High School,Teacher,79,Private,22240,Pickup,2,No,3,3,0,Highly Urban/ Urban
0,67,0,17,32479,491836,Yes,Mal,Bachelors,Manager,78,Private,20740,Minivan,0,No,0,14,0,Highly Urban/ Urban
0,47,0,,239284,729938,Yes,Fem,PhD,Doctor,82,Private,30370,Minivan,2,No,2,17,0,Highly Urban/ Urban
0,54,0,16,39615,397226,Yes,Mal,<High School,Teacher,126,Commercial,26020,Panel Truck,4,No,7,7,1,Highly Urban/ Urban
0,43,3,17,27972,445695,Yes,Fem,High School,Clerical,75,Private,12410,unknown,0,No,0,11,0,Highly Rural/ Rural
0,56,1,15,67635,481745,Yes,Mal,Bachelors,Manager,52,Commercial,28680,Panel Truck,0,No,2,18,0,Highly Urban/ Urban
0,53,0,15,42719,635695,Yes,Mal,Masters,,76,Commercial,16850,Van,1,No,4,3,1,Highly Urban/ Urban
0,46,0,,19515,144730,Yes,Mal,High School,Clerical,81,Private,45730,Minivan,3,No,3,9,0,Highly Urban/ Urban
0,48,0,17,165380,720037,Yes,Fem,PhD,Nurse,93,Private,1500,unknown,3,No,2,23,1,Highly Urban/ Urban
0,78,0,15,138141,427404,Yes,Fem,Bachelors,Professional,92,Private,40260,unknown,2,No,3,9,0,Highly Rural/ Rural
0,65,0,10,86519,332618,Yes,Mal,Bachelors,Professional,63,Private,15190,Minivan,2,No,2,11,0,Highly Rural/ Rural
0,76,0,15,45992,370768,Yes,Mal,Bachelors,Clerical,72,Private,14560,Minivan,1,No,4,18,0,Highly Urban/ Urban
0,76,0,11,,206115,No,Fem,Bachelors,Home Maker,92,Private,17970,Van,0,No,4,9,0,Highly Rural/ Rural
0,49,0,19,134429,836004,Yes,Mal,Masters,,68,Private,19950,Van,0,No,3,15,0,Highly Urban/ Urban
0,52,0,16,110510,517181,Yes,Fem,PhD,Doctor,90,Private,17500,unknown,0,No,0,17,0,Highly Urban/ Urban
0,80,0,16,73294,35334,No,Fem,High School,Teacher,81,Commercial,11290,unknown,0,Yes,6,,1,Highly Urban/ Urban
0,39,0,14,33876,577122,No,Mal,<High School,Clerical,79,Private,5640,Pickup,0,No,2,3,0,Highly Rural/ Rural
0,49,0,3,960,302535,Yes,Fem,High School,Home Maker,96,Private,22740,unknown,2,No,0,11,0,Highly Urban/ Urban
0,43,3,15,46550,478973,Yes,Fem,High School,Professional,54,Private,16650,unknown,0,No,0,7,1,Highly Urban/ Urban
0,50,0,16,,639038,Yes,Mal,Bachelors,Teacher,78,Commercial,11180,Pickup,4,No,6,5,0,Highly Urban/ Urban
0,60,0,12,95521,904200,No,Mal,Masters,Nurse,69,Private,21710,Van,5,No,4,19,0,Highly Urban/ Urban
0,59,0,17,38490,449629,Yes,Mal,Bachelors,Manager,96,Private,10790,Pickup,0,No,4,12,0,Highly Urban/ Urban
0,81,0,3,560,410848,Yes,Mal,<High School,Student,111,Private,1500,Minivan,2,No,0,3,1,Highly Rural/ Rural
0,47,2,15,53412,41223,No,Fem,Bachelors,Manager,76,Private,21980,unknown,2,Yes,4,,0,Highly Urban/ Urban
0,27,1,15,23614,106002,No,Fem,<High School,Teacher,83,Private,13330,unknown,0,Yes,4,8,0,Highly Urban/ Urban
0,55,1,3,1360,276783,No,Fem,High School,Student,89,Private,1500,Sports Car,0,No,1,9,1,Highly Urban/ Urban
0,62,3,15,153523,573711,Yes,Mal,Bachelors,Manager,88,Private,19700,Minivan,2,No,0,9,0,Highly Urban/ Urban
0,57,0,18,63525,270635,Yes,Mal,High School,Teacher,80,Commercial,14450,Minivan,2,No,0,10,0,Highly Urban/ Urban
0,53,2,18,15949,578985,Yes,Fem,High School,Home Maker,88,Private,26140,Sports Car,0,Yes,2,3,0,Highly Rural/ Rural
0,37,1,14,52111,260388,Yes,Fem,Bachelors,Teacher,64,Private,15380,unknown,5,No,5,,1,Highly Urban/ Urban
0,65,0,11,167152,253227,No,Mal,Masters,,97,Commercial,21110,Van,3,No,6,,0,Highly Urban/ Urban
0,49,0,12,74198,251892,Yes,Mal,Bachelors,Teacher,94,Commercial,13580,Minivan,2,No,1,3,0,Highly Rural/ Rural
0,45,0,16,5975,135256,Yes,Mal,<High School,Teacher,90,Private,2690,Minivan,0,No,2,10,0,Highly Urban/ Urban
0,54,0,10,13261,441675,No,Fem,Bachelors,Teacher,94,Commercial,8770,Sports Car,3,No,11,16,1,Highly Urban/ Urban
0,40,0,14,37424,545811,Yes,Fem,High School,Clerical,74,Private,5700,unknown,3,No,2,3,0,Highly Urban/ Urban
0,43,0,12,139402,17667,No,Fem,Masters,Nurse,76,Private,19740,Pickup,0,No,2,14,0,Highly Urban/ Urban
0,64,3,19,40596,361343,Yes,Fem,<High School,Teacher,101,Commercial,26550,Pickup,0,No,2,7,0,Highly Urban/ Urban
0,51,0,15,,602200,Yes,Mal,<High School,Teacher,70,Commercial,10250,Pickup,0,Yes,2,3,0,Highly Rural/ Rural
0,57,0,17,114094,652050,Yes,Fem,PhD,,66,Commercial,24640,Van,0,No,2,9,0,Highly Urban/ Urban
0,79,0,13,55837,241449,No,Mal,Bachelors,Clerical,82,Commercial,42170,Panel Truck,0,Yes,4,10,1,Highly Urban/ Urban
2,56,2,15,9827,269951,Yes,Fem,<High School,Clerical,73,Private,6900,unknown,0,No,0,8,1,Highly Urban/ Urban
0,54,0,15,246724,1102066,No,Fem,PhD,Doctor,91,Private,31520,Minivan,2,No,2,17,0,Highly Urban/ Urban
0,54,0,3,,524121,Yes,Fem,<High School,Student,50,Private,7100,unknown,0,No,2,9,0,Highly Urban/ Urban
0,40,3,12,63924,182559,No,Mal,Masters,Professional,114,Commercial,23330,Panel Truck,0,No,2,18,1,Highly Urban/ Urban
0,58,0,3,560,727756,Yes,Fem,Masters,Home Maker,68,Private,6900,Sports Car,4,No,2,15,0,Highly Urban/ Urban
0,67,0,13,142562,622454,Yes,Mal,Bachelors,Manager,78,Commercial,27750,Panel Truck,0,No,4,14,0,Highly Urban/ Urban
0,46,2,16,73548,618656,Yes,Fem,Bachelors,Professional,74,Private,9790,unknown,2,No,3,15,0,Highly Urban/ Urban
0,60,1,6,81082,279886,Yes,Fem,Bachelors,Manager,61,Private,14350,unknown,2,No,4,3,0,Highly Urban/ Urban
0,79,0,20,103045,386672,Yes,Mal,Masters,Manager,85,Private,17610,unknown,3,No,5,14,0,Highly Urban/ Urban
0,51,0,10,80209,298561,Yes,Mal,Bachelors,Teacher,69,Commercial,14020,Minivan,2,No,2,14,0,Highly Rural/ Rural
0,45,3,13,27166,465231,No,Fem,High School,Student,72,Commercial,10890,unknown,4,No,2,11,1,Highly Urban/ Urban
0,55,0,13,51312,601856,Yes,Fem,Bachelors,Home Maker,61,Private,11040,unknown,2,No,2,17,0,Highly Urban/ Urban
0,39,0,12,74287,665457,No,Mal,Bachelors,Professional,76,Commercial,19210,Van,2,No,4,9,0,Highly Urban/ Urban
0,42,0,3,560,176670,Yes,Mal,<High School,Student,67,Private,9050,Pickup,2,No,9,3,0,Highly Urban/ Urban
0,60,0,16,43728,454687,Yes,Mal,Bachelors,Manager,77,Private,10080,Minivan,0,No,0,10,0,Highly Urban/ Urban
1,77,1,12,,35334,No,Mal,Bachelors,Professional,91,Private,12830,Minivan,1,Yes,3,3,1,Highly Urban/ Urban
2,40,2,12,65159,254306,No,Mal,Masters,Nurse,61,Private,21490,Van,4,No,1,,0,Highly Urban/ Urban
0,71,0,15,36812,401209,Yes,Mal,<High School,Teacher,66,Private,13460,Minivan,2,No,0,3,0,Highly Urban/ Urban
0,70,0,17,,588158,Yes,Mal,<High School,Clerical,67,Private,15330,Minivan,2,No,4,7,0,Highly Urban/ Urban
0,91,1,17,,413655,Yes,Fem,High School,Professional,111,Private,14080,Sports Car,3,No,5,3,1,Highly Urban/ Urban
0,71,0,10,23322,551095,Yes,Mal,<High School,Clerical,84,Private,27160,Minivan,3,Yes,4,3,0,Highly Urban/ Urban
0,52,0,10,67908,,No,Mal,Bachelors,Professional,84,Commercial,28870,Panel Truck,0,No,0,10,0,Highly Rural/ Rural
0,36,0,,17783,306228,No,Mal,<High School,Clerical,89,Private,21540,Minivan,2,No,2,11,0,Highly Rural/ Rural
0,55,0,18,52665,426152,Yes,Fem,Masters,Nurse,85,Private,21430,unknown,2,No,0,16,0,Highly Urban/ Urban
0,29,0,12,53991,565344,No,Fem,Bachelors,Professional,50,Private,8050,unknown,3,No,5,14,1,Highly Urban/ Urban
0,51,1,17,8072,,Yes,Fem,Bachelors,Home Maker,82,Private,2910,Sports Car,2,No,2,13,0,Highly Urban/ Urban
0,79,0,15,63771,337195,Yes,Mal,Masters,,76,Commercial,34720,Panel Truck,5,No,12,21,0,Highly Urban/ Urban
0,40,2,14,22803,222423,Yes,Mal,<High School,Clerical,78,Private,6240,Minivan,2,No,0,3,0,Highly Rural/ Rural
0,54,0,15,46831,229698,Yes,Fem,Bachelors,Clerical,59,Private,10670,unknown,2,No,2,9,0,Highly Urban/ Urban
0,71,1,11,27973,,No,Fem,High School,Clerical,55,Private,8540,Sports Car,0,No,2,,1,Highly Urban/ Urban
0,76,0,18,86114,696550,Yes,Mal,Masters,Nurse,88,Private,19870,unknown,2,No,0,17,0,Highly Urban/ Urban
0,52,0,14,46891,385199,Yes,Mal,Masters,,50,Commercial,19870,Van,5,No,3,23,0,Highly Urban/ Urban
0,54,0,17,136327,947912,Yes,Fem,Masters,Manager,76,Private,16020,Minivan,2,No,2,20,0,Highly Urban/ Urban
0,70,0,16,47912,323882,Yes,Fem,Bachelors,Teacher,71,Commercial,6200,unknown,2,No,0,3,1,Highly Urban/ Urban
0,55,0,14,70652,785627,Yes,Fem,Masters,Nurse,103,Private,18370,Sports Car,2,No,0,12,0,Highly Urban/ Urban
0,58,0,9,87106,417397,Yes,Mal,Masters,Nurse,51,Private,15960,Minivan,2,No,7,20,0,Highly Urban/ Urban
0,64,3,16,121163,541788,No,Mal,PhD,Doctor,61,Private,17560,Van,0,No,0,15,0,Highly Urban/ Urban
0,82,0,16,61392,788636,Yes,Mal,Bachelors,Professional,80,Private,18560,Minivan,2,No,2,12,1,Highly Rural/ Rural
0,62,0,,,,No,Mal,Bachelors,Clerical,81,Commercial,22590,Panel Truck,2,No,3,,1,Highly Urban/ Urban
0,59,0,16,193257,611885,Yes,Mal,PhD,,98,Commercial,33630,Panel Truck,1,No,5,23,0,Highly Urban/ Urban
0,55,0,9,39282,497029,Yes,Fem,Bachelors,Manager,50,Private,15590,Minivan,0,Yes,0,16,0,Highly Urban/ Urban
0,68,0,15,97643,29445,No,Fem,Bachelors,Professional,65,Private,18800,Minivan,1,No,6,15,0,Highly Urban/ Urban
0,67,0,16,33530,352392,Yes,Mal,Bachelors,Clerical,62,Commercial,9860,Pickup,1,No,6,11,0,Highly Urban/ Urban
0,52,0,9,15370,459342,No,Fem,<High School,Clerical,72,Private,7740,unknown,3,No,3,3,1,Highly Urban/ Urban
0,57,0,15,102916,996673,Yes,Fem,Bachelors,Teacher,90,Commercial,28160,Minivan,0,No,0,3,0,Highly Urban/ Urban
0,44,1,17,23775,245298,Yes,Fem,High School,Home Maker,78,Commercial,16530,Minivan,2,No,4,8,0,Highly Rural/ Rural
0,43,2,16,192986,831449,Yes,Mal,PhD,Doctor,91,Private,33460,Minivan,0,No,0,19,0,Highly Urban/ Urban
0,43,0,17,,685199,Yes,Mal,Bachelors,Manager,55,Commercial,21950,Van,2,No,0,12,0,Highly Urban/ Urban
0,27,0,12,25282,453453,No,Fem,<High School,Clerical,73,Private,9420,unknown,0,No,1,6,1,Highly Urban/ Urban
1,52,2,15,15280,425176,No,Fem,High School,Home Maker,71,Private,23950,Minivan,1,No,2,6,1,Highly Urban/ Urban
0,49,0,16,97446,568533,Yes,Fem,Bachelors,Professional,58,Private,15290,Minivan,0,No,2,12,0,Highly Urban/ Urban
1,35,2,3,1760,253227,Yes,Fem,High School,Student,69,Commercial,10560,unknown,0,No,0,9,0,Highly Urban/ Urban
0,63,0,13,71400,906906,No,Mal,Bachelors,Professional,77,Private,13180,Minivan,0,Yes,0,3,0,Highly Urban/ Urban
2,61,2,,23280,490256,Yes,Fem,High School,Clerical,95,Private,11810,unknown,3,No,0,10,0,Highly Urban/ Urban
0,81,0,17,68072,309427,Yes,Fem,Bachelors,Professional,77,Private,18300,Sports Car,3,No,11,3,1,Highly Urban/ Urban
0,36,0,15,37409,730236,Yes,Mal,High School,Student,82,Private,17900,Minivan,2,No,0,3,0,Highly Rural/ Rural
0,75,0,14,139502,282672,No,Mal,Masters,Nurse,82,Private,18920,Van,0,No,0,3,0,Highly Urban/ Urban
0,41,0,16,78297,438950,Yes,Fem,Bachelors,Manager,72,Private,22800,Minivan,0,No,2,13,0,Highly Urban/ Urban
0,64,0,15,47034,200226,No,Mal,Bachelors,Manager,87,Private,11510,Pickup,0,No,4,8,0,Highly Urban/ Urban
0,56,0,3,960,556844,Yes,Fem,High School,Home Maker,58,Private,7140,Sports Car,0,No,0,3,0,Highly Rural/ Rural
1,44,2,14,51278,365118,No,Fem,<High School,Clerical,96,Private,14230,unknown,1,No,5,7,0,Highly Rural/ Rural
0,33,0,14,59780,393919,Yes,Fem,Bachelors,Clerical,100,Private,19690,Pickup,4,No,0,12,0,Highly Urban/ Urban
0,70,2,,1360,229423,Yes,Fem,High School,Home Maker,92,Private,7500,unknown,0,Yes,2,3,1,Highly Urban/ Urban
0,57,0,,960,443885,Yes,Mal,High School,Student,81,Commercial,24520,Panel Truck,1,No,10,,1,Highly Urban/ Urban
2,53,4,19,,541788,No,Fem,Bachelors,Teacher,68,Commercial,1500,Sports Car,3,Yes,4,3,1,Highly Urban/ Urban
2,42,3,17,48191,415816,Yes,Fem,High School,Clerical,76,Private,18170,Pickup,0,No,0,12,0,Highly Urban/ Urban
0,33,2,16,15704,182559,Yes,Fem,Bachelors,Student,72,Private,14930,unknown,4,No,7,9,0,Highly Urban/ Urban
0,49,2,18,16912,216610,Yes,Fem,High School,Home Maker,82,Private,9760,unknown,3,No,2,3,1,Highly Urban/ Urban
0,42,0,3,,344335,No,Fem,Bachelors,Home Maker,53,Private,8770,unknown,2,No,2,13,0,Highly Urban/ Urban
0,41,1,12,77716,318006,No,Fem,Bachelors,Clerical,73,Private,11430,unknown,5,No,10,3,0,Highly Rural/ Rural
0,45,1,14,145202,0,No,Fem,PhD,,60,Private,16370,Sports Car,4,No,0,15,0,Highly Urban/ Urban
0,78,0,13,17479,375902,No,Fem,High School,Clerical,69,Private,9190,unknown,0,No,2,,1,Highly Urban/ Urban
0,71,2,18,21613,446522,Yes,Fem,<High School,Clerical,69,Commercial,20720,Pickup,2,No,2,8,1,Highly Urban/ Urban
0,56,5,21,5522,96855,Yes,Mal,High School,Student,53,Commercial,9650,Pickup,0,No,4,11,0,Highly Urban/ Urban
0,47,0,12,96673,455790,Yes,Fem,PhD,Manager,77,Private,23040,Pickup,0,No,0,19,0,Highly Urban/ Urban
0,43,0,14,30489,277870,No,Mal,High School,Professional,86,Private,15320,Minivan,0,No,2,3,0,Highly Urban/ Urban
0,65,0,16,105651,324133,No,Mal,Bachelors,Professional,59,Commercial,30260,Panel Truck,1,Yes,9,3,0,Highly Urban/ Urban
0,56,0,14,71558,492437,Yes,Mal,Bachelors,Teacher,86,Commercial,37810,Panel Truck,0,Yes,2,11,1,Highly Urban/ Urban
0,70,0,18,52006,387311,Yes,Fem,PhD,Home Maker,85,Private,32100,Van,0,No,4,18,0,Highly Rural/ Rural
0,65,0,11,69990,449679,Yes,Fem,High School,Teacher,55,Commercial,35450,unknown,3,No,0,3,0,Highly Urban/ Urban
0,54,0,10,117493,766630,No,Mal,Bachelors,Professional,64,Commercial,25740,Panel Truck,0,No,0,16,0,Highly Urban/ Urban
0,49,0,11,39592,935435,Yes,Fem,High School,Teacher,80,Commercial,25340,Minivan,0,No,0,3,0,Highly Rural/ Rural
2,49,2,14,30850,370136,Yes,Fem,<High School,Teacher,65,Commercial,18270,Pickup,5,No,3,3,1,Highly Urban/ Urban
0,52,0,18,58406,234755,Yes,Mal,High School,Professional,75,Private,12120,Pickup,0,No,4,9,0,Highly Urban/ Urban
0,52,0,11,103941,338113,Yes,Mal,High School,Professional,74,Private,16680,Van,2,No,4,13,0,Highly Rural/ Rural
0,34,0,14,74261,496527,No,Fem,Bachelors,Professional,73,Private,15200,unknown,3,No,7,6,0,Highly Urban/ Urban
0,64,0,18,58406,593984,Yes,Mal,High School,Professional,75,Commercial,25090,Panel Truck,0,No,3,9,1,Highly Urban/ Urban
0,46,0,9,160251,750693,Yes,Fem,Masters,,89,Commercial,23260,Pickup,2,No,4,15,0,Highly Urban/ Urban
0,45,0,13,90937,380781,No,Mal,Bachelors,Teacher,66,Commercial,5500,Pickup,0,No,4,9,0,Highly Urban/ Urban
0,61,0,17,57073,348271,Yes,Fem,Masters,Nurse,87,Private,15360,Sports Car,3,No,4,27,0,Highly Urban/ Urban
0,78,0,13,21911,264750,No,Mal,Masters,Nurse,85,Private,14150,Minivan,3,No,2,19,0,Highly Urban/ Urban
0,43,2,3,560,864687,No,Fem,<High School,Home Maker,96,Private,9750,unknown,3,No,7,3,1,Highly Urban/ Urban
0,62,0,12,84360,867294,Yes,Fem,Masters,Nurse,75,Private,21880,unknown,0,No,2,17,0,Highly Urban/ Urban
0,57,2,19,86792,637444,Yes,Fem,Masters,Manager,53,Private,15820,unknown,0,No,2,17,0,Highly Urban/ Urban
0,41,0,11,132726,17667,No,Mal,PhD,Manager,90,Private,13950,Minivan,0,No,4,13,1,Highly Urban/ Urban
0,57,0,16,123446,465071,No,Fem,Masters,Nurse,50,Private,7020,Sports Car,2,No,4,13,0,Highly Urban/ Urban
0,63,1,18,34759,286040,Yes,Mal,Bachelors,Teacher,50,Private,11210,Sports Car,6,No,6,10,1,Highly Urban/ Urban
0,55,0,5,134893,529657,Yes,Fem,High School,Professional,54,Private,22490,unknown,2,No,2,3,0,Highly Urban/ Urban
0,28,0,13,71310,228858,No,Mal,Bachelors,Teacher,113,Private,3350,Minivan,2,No,5,16,1,Highly Rural/ Rural
0,53,0,3,560,70668,No,Mal,PhD,Doctor,74,Private,8310,Pickup,2,No,4,20,0,Highly Urban/ Urban
0,71,0,16,104094,,No,Fem,Masters,Nurse,83,Private,16310,Sports Car,2,No,6,23,0,Highly Urban/ Urban
0,45,0,16,69828,438462,Yes,Mal,Bachelors,Teacher,76,Commercial,13730,Minivan,1,No,3,14,0,Highly Urban/ Urban
0,45,0,12,104196,588629,Yes,Mal,Bachelors,Manager,92,Private,14070,Minivan,2,No,2,3,0,Highly Urban/ Urban
0,50,0,12,100767,390867,No,Mal,Bachelors,Manager,79,Private,1500,Minivan,4,No,2,13,0,Highly Urban/ Urban
0,51,0,,57929,635341,Yes,Mal,Bachelors,Professional,63,Commercial,11400,Pickup,3,No,7,12,1,Highly Urban/ Urban
0,58,0,3,960,299160,Yes,Fem,Masters,Home Maker,81,Private,22350,unknown,2,No,0,11,0,Highly Rural/ Rural
0,37,3,19,119024,1154960,Yes,Mal,Bachelors,Teacher,50,Commercial,13310,Minivan,2,No,2,13,0,Highly Urban/ Urban
1,48,2,19,166729,985772,Yes,Mal,PhD,,72,Commercial,44250,Panel Truck,6,Yes,12,13,1,Highly Urban/ Urban
1,45,2,18,80700,609905,Yes,Mal,Masters,Professional,85,Private,13910,Minivan,2,No,5,17,0,Highly Urban/ Urban
0,47,2,20,23654,447041,Yes,Fem,High School,Teacher,72,Commercial,9310,Sports Car,2,No,2,3,1,Highly Urban/ Urban
0,67,0,17,75390,578293,Yes,Mal,Masters,,109,Commercial,19690,Pickup,0,No,3,19,0,Highly Urban/ Urban
0,49,2,19,,886642,Yes,Mal,Bachelors,Teacher,106,Commercial,14450,Minivan,0,No,0,11,0,Highly Urban/ Urban
0,77,0,7,43195,216505,Yes,Fem,High School,Clerical,85,Private,5720,Sports Car,4,No,2,9,0,Highly Urban/ Urban
0,43,0,7,149085,463051,Yes,Mal,PhD,Doctor,83,Private,6400,Pickup,2,No,6,20,0,Highly Urban/ Urban
0,30,4,14,17536,5889,Yes,Fem,<High School,Student,70,Private,6640,unknown,1,No,4,7,0,Highly Urban/ Urban
0,68,0,15,85351,329784,No,Mal,Masters,Manager,55,Private,9980,unknown,1,No,2,15,0,Highly Urban/ Urban
0,51,2,15,,284133,Yes,Mal,<High School,Clerical,80,Private,6140,Minivan,4,No,2,3,1,Highly Urban/ Urban
0,56,4,18,7836,,Yes,Mal,Bachelors,Student,90,Private,15930,Minivan,0,No,2,13,0,Highly Urban/ Urban
2,48,2,12,44036,203379,No,Fem,High School,Teacher,82,Commercial,5850,unknown,4,No,2,3,1,Highly Urban/ Urban
0,54,0,15,101772,376896,No,Mal,Bachelors,Professional,88,Private,16720,Minivan,2,No,4,14,0,Highly Urban/ Urban
0,40,1,13,38855,,Yes,Mal,High School,Clerical,66,Private,8490,Minivan,4,No,0,3,0,Highly Urban/ Urban
0,64,0,15,38367,309404,Yes,Fem,Bachelors,Manager,77,Private,7940,Sports Car,1,Yes,0,14,0,Highly Urban/ Urban
0,56,0,17,112930,571800,Yes,Mal,Masters,Manager,73,Commercial,23780,Panel Truck,3,Yes,7,17,0,Highly Urban/ Urban
0,52,1,12,91286,429897,No,Mal,Bachelors,Teacher,78,Commercial,19380,Van,0,No,2,9,1,Highly Urban/ Urban
0,49,2,15,1010,902892,Yes,Mal,Bachelors,Student,64,Commercial,5610,Pickup,0,No,0,16,0,Highly Rural/ Rural
0,37,0,15,,302886,Yes,Mal,Masters,Nurse,69,Private,14410,Minivan,0,No,2,14,0,Highly Urban/ Urban
0,62,0,15,62798,347451,No,Mal,Bachelors,Teacher,89,Commercial,11400,Pickup,2,No,5,9,0,Highly Rural/ Rural
0,35,0,18,27742,281899,Yes,Mal,<High School,Clerical,97,Private,10890,Pickup,2,No,2,9,0,Highly Rural/ Rural
0,60,0,16,10446,411046,Yes,Fem,Masters,Home Maker,69,Private,6390,unknown,0,No,4,17,0,Highly Rural/ Rural
0,35,1,11,,457501,No,Fem,<High School,Clerical,69,Private,23010,unknown,2,Yes,4,3,0,Highly Rural/ Rural
0,55,0,11,67764,265005,No,Mal,Bachelors,Professional,80,Private,16130,Minivan,0,No,0,9,0,Highly Urban/ Urban
0,46,4,18,41455,231987,Yes,Fem,High School,Clerical,93,Private,5510,Sports Car,4,Yes,6,3,0,Highly Rural/ Rural
0,55,0,8,32593,356243,Yes,Fem,Masters,Home Maker,89,Private,18110,Sports Car,2,No,11,18,1,Highly Urban/ Urban
0,64,0,16,20217,106002,No,Mal,<High School,Professional,81,Private,3470,Minivan,2,No,2,7,0,Highly Urban/ Urban
0,43,2,15,106952,541788,No,Fem,Bachelors,Professional,88,Private,17540,Minivan,1,Yes,0,11,1,Highly Urban/ Urban
0,41,2,3,960,,Yes,Fem,High School,Student,55,Commercial,22430,Pickup,6,No,8,3,1,Highly Urban/ Urban
0,44,1,15,63004,254348,Yes,Fem,Bachelors,Professional,82,Private,11100,unknown,0,No,0,9,0,Highly Rural/ Rural
0,69,0,13,33417,371007,No,Fem,PhD,Home Maker,74,Private,34470,Pickup,2,No,2,22,0,Highly Rural/ Rural
0,65,0,15,81537,683124,No,Mal,Masters,Nurse,79,Private,13610,Minivan,2,No,5,14,0,Highly Urban/ Urban
0,51,0,14,51863,309880,Yes,Mal,High School,Teacher,50,Commercial,18900,Van,1,No,8,13,1,Highly Urban/ Urban
0,54,0,11,27687,,No,Fem,<High School,Clerical,81,Private,21960,Minivan,4,Yes,4,3,0,Highly Urban/ Urban
0,58,0,,,470789,Yes,Mal,Bachelors,Professional,59,Private,14030,Minivan,2,No,2,12,0,Highly Urban/ Urban
0,63,0,16,63409,458883,Yes,Fem,Masters,Nurse,115,Private,19620,unknown,0,Yes,2,17,1,Highly Urban/ Urban
0,57,0,16,86911,,No,Mal,Masters,Professional,72,Private,11560,Minivan,2,No,0,19,0,Highly Urban/ Urban
0,66,0,,123103,444107,Yes,Mal,Bachelors,Manager,73,Commercial,25100,Panel Truck,2,No,2,17,0,Highly Urban/ Urban
3,48,3,17,23665,409697,Yes,Fem,<High School,Clerical,73,Private,7770,Sports Car,1,Yes,7,,1,Highly Urban/ Urban
